abandonovaný | dva
přidělovatel | dva pět
přidělovatelův | dva pět
přidělovávat | pět
přidrátovaný | dva
přidrátovat | dva
přidružovací | dva
přidružovaný | dva
přidružovat | dva
přidržovanější | dva
přidržovaný | dva
přidržovat | dva
přidupávanější | dva
přidupávaný | dva
přidupávat | dva
přihánět | pět
přijíždět | pět
přiklánět | pět
přiletět | pět
příměstský | pět
přiměšovat | pět
přimět | pět
přímětický | pět
přímosměšující | osm
přiobjednaný | jedna
přiobjednat | jedna
přiobjednávaný | jedna dva
přiobjednávat | jedna dva
přiodívaný | dva
přiodívat | dva
přiostřit | tři
připadávaný | dva
připadávat | dva
připodobňovaný | dva
připodobňovat | dva
připochodovaný | dva
připochodovat | dva
připozdívaný | dva
připozdívat | dva
přírodověda | dva
přírodovědečtější | pět
přisedávat | dva
přísedět | pět
příslušenství | šest
přistavět | pět
přistěhovalectví | pět
přistěhovat | pět
přistěhovávat | pět
přistřihání | tři
přistřihaný | tři
přistřihat | tři
přistřihávání | tři
přistřihávaný | tři
přistřihávat | tři
přistřihnout | tři
přistřihnutí | tři
přistřihovací | tři
přistřihovadlo | tři
přistřihování | tři
přistřihovaný | tři
přistřihovat | tři
přistřižený | tři
přisvědčit | pět
přisvědčovat | dva pět
přisvětlení | pět
přišněrovávat | pět
přišpendlovat | dva
příštipkařit | tři
přitěžovat | pět
přivádět | pět
přivandrovalcův | dva
přivandrovalectví | dva
přivandrovalec | dva
přivandrovat | dva
přivěsit | pět
přivěšovat | pět
přívětický | pět
přívětivější | pět
přivětivý | pět
přívětivý | pět
přivonět | pět
přivtělovat | pět
přivydělat | pět
přivydělávající | dva
přivydělávat | dva pět
přizdívat | dva
přizdívka | dva
přizdobovaný | dva
přizdobovat | dva
přizvánět | pět
přizvedávat | dva
pseudoamatérismus | osm
pseudoargument | sedm
pseudohumanismus | osm
pseudohumanista | sedm
pseudohumanistčin | sedm
pseudohumanistický | sedm
pseudohumanističtější | sedm
pseudohumanistka | sedm
pseudohumanistův | sedm
pseudoinformace | sedm
pseudokapitalismus | sedm osm
pseudoklasicismus | sedm
pseudoliberalismus | sedm osm
pseudomajetek | sedm
pseudomonáda | sedm
pseudomorálka | sedm
pseudonorma | sedm
pseudonym | sedm
pseudoparalelismus | sedm osm
pseudoprogram | sedm
pseudorealismus | sedm osm
pseudorománský | sedm
pseudoromantičtější | sedm
pseudosurrealismus | sedm
pseudosvět | pět
pseudotransformační | sedm osm
pseudoumělečtější | pět sedm
pseudoumění | sedm
pseudověda | dva
pseudovlastenečtější | dva
pseudovzdělancův | dva
pseudovzdělanec | dva
psychopatismus | osm
psychosomatický | osm
psychosomatika | osm
psychostimulující | osm
pudlovací | dva
pudlovaný | dva
pudlovat | dva
pudlovna | dva
půdovací | dva
půdovaný | dva
půdovat | dva
pudrovaný | dva
pudrovat | dva
půlměsíčitý | pět
puntičkářčin | tři
pyrrhonismus | osm
pythagoreismus | osm
quijotismus | osm
racionalismus | osm
radikalizovaný | dva
radikalizovat | dva
radioaktivita | dva
radioamatérismus | osm
radioastronomie | osm
radionavigační | dva
radiopřehrávač | dva
rádiovka | dva
rádlovací | dva
rádlovaný | dva
rádlovat | dva
radovánka | dva
radovat | dva
radvanický | dva
ratibořický | tři
ratměřický | tři
ratolestím | osm
recidiva | dva
recidivista | dva
recidivistka | dva
redefinovaný | dva
redefinovat | dva
redigovaný | dva
redigovat | dva
redistribuovaný | dva
redistribuovat | dva
redukcionismus | osm
redukovanější | dva
redukovaný | dva
redukovat | dva
redukovatelnější | dva
redukovatelný | dva
reformismus | osm
refundovaný | dva
refundovat | dva
regionalismus | osm
rehydratovaný | dva
rehydratovat | dva
rehydrovaný | dva
rehydrovat | dva
rejdovat | dva
rekodifikovaný | dva
rekonsultovaný | nula
rekonsultovat | nula
rekonzultovaný | nula
rekonzultovat | nula
rekvizitářčin | tři
renaturalizace | nula
renderovaný | dva
renderovat | dva
rendrovat | dva
reprodukovanější | dva
reprodukovaný | dva
reprodukovat | dva
reprodukovatelnější | dva
reprodukovatelný | dva
resortismus | osm
retardovaný | dva
rétorismus | osm
revidovaný | dva
revidovat | dva
revizionismus | osm
rezortismus | osm
ribonukleotida | nula
rigorismus | osm
roajalismus | osm
romantismus | osm
rosomák | osm
rosomákův | osm
rostlinářčin | tři
rostlinolékařčin | tři
rousměrovský | osm
royalismus | osm
rozbodávaný | dva
rozbodávat | dva
rozbombardovaný | dva
rozbombardovat | dva
rozbředávaný | dva
rozbředávat | dva
rozbudovanější | dva
rozbudovaný | dva
rozbudovat | dva
rozcmrndávat | dva
rozdávající | dva
rozdávanější | dva
rozdávaný | dva
rozdavatel | dva
rozdavatelův | dva
rozdávat | dva
rozdělávaný | dva
rozdělávat | dva
rozdělovací | dva
rozdělovač | dva
rozdělovanější | dva
rozdělovaný | dva
rozdělovat | dva
rozdělovatelnější | dva
rozdělovatelný | dva
rozdělovna | dva
rozdistribuovaný | dva
rozdistribuovat | dva
rozdlabávaný | dva
rozdlabávat | dva
rozdloubávaný | dva
rozdloubávat | dva
rozdmychávaný | dva
rozdmýchávaný | dva
rozdmýchávat | dva
rozdmychávat | dva
rozdoutnávat | dva
rozdrbávaný | dva
rozdrbávat | dva
rozdrobovaný | dva
rozdrobovat | dva
rozdrolovaný | dva
rozdrolovat | dva
rozdupávanější | dva
rozdupávaný | dva
rozdupávat | dva
rozdvojka | dva
rozdýchávaný | dva
rozdýchávat | dva
rozednívaný | dva
rozednívat | dva
rozesmání | osm
rozesmát | osm
rozesmátější | osm
rozesmátý | osm
rozesmávání | osm
rozesmávaný | osm
rozesmávat | osm
rozesmažit | osm
rozesmutnění | osm
rozesmutnět | osm
rozesmutnit | osm
rozevzdychávat | dva
rozhlodávaný | dva
rozhlodávat | dva
rozhodovací | dva
rozhodovaný | dva
rozhodovat | dva
rozjednající | jedna
rozjednanější | jedna
rozjednaný | jedna
rozjednat | jedna
rozjednávající | jedna dva
rozjednávanější | jedna dva
rozjednávaný | jedna dva
rozjednávat | jedna dva
rozjídávaný | dva
rozjídávat | dva
rozjitřit | tři
rozkódovaný | dva
rozkódovat | dva
rozkvedlávaný | dva
rozkvedlávat | dva
rozkydávaný | dva
rozkydávat | dva
rozmisťme | osm
rozmodlovač | dva
rozostřit | tři
rozpačitět | pět
rozpadávající | dva
rozpadávaný | dva
rozpadávat | dva
rozpětí | pět
rozpočtářčin | tři
rozpochodovaný | dva
rozpochodovat | dva
rozpouštět | pět
rozprávět | pět
rozprodávaný | dva
rozprodávat | dva
rozradovanější | dva
rozradovaný | dva
rozsedávaný | dva
rozsedávat | dva
rozsemenění | osm
rozsemeněný | osm
rozsemenit | osm
rozstonejme | osm
rozstřelit | tři
rozstřihání | tři
rozstřihaný | tři
rozstřihat | tři
rozstřihávání | tři
rozstřihávaný | tři
rozstřihávat | tři
rozstřihnout | tři
rozstřihnutí | tři
rozstřihování | tři
rozstřihovaný | tři
rozstřihovat | tři
rozstřik | tři
rozstřikovací | tři
rozstřikování | tři
rozstřikovaný | tři
rozstřikovat | tři
rozstřikovávání | tři
rozstřikovávaný | tři
rozstřikovávat | tři
rozstřikující | tři
rozstřižení | tři
rozstřižený | tři
rozšpendlovat | dva
roztápět | pět
roztřepit | tři
roztřídit | tři
roztřiďování | tři
roztřiďovaný | tři
roztřiďovat | tři
roztříštit | tři
rozvodňovat | dva
rozvodovka | dva
rozvyprávět | pět
rudovláska | dva
rudovlasý | dva
ruštinářčin | tři
různosměrný | osm
rychtářčin | tři
rytířčin | tři
řádkovací | dva
řádkovač | dva
řádkovaný | dva
řádkovat | dva
řečtinářčin | tři
ředitelovat | dva
ředkvička | dva
sádrovaný | dva
sádrovat | dva
sádrovka | dva
saldovací | dva
saldovaný | dva
saldovat | dva
samosnímací | osm
samostudium | osm
samotářčin | tři
sanitářčin | tři
sbratřit | tři
sdělovací | dva
sdělovač | dva
sdělovačův | dva
sdělovanější | dva
sdělovaný | dva
sdělovat | dva
sdělovatelnější | dva
sdělovatelný | dva
sdrátovaný | dva
sdrátovat | dva
sdružovací | dva
sdružovaný | dva
sdružovat | dva
sebedůvěra | dva
sebepěstování | pět
sebeudržovací | dva
sebevzdělávaný | dva
sebevzdělávat | dva
sebezkušenostní | šest
sedativum | sedm
sedávat | dva
sedimentace | sedm
sedimentační | sedm
sedimentární | sedm
sediment | sedm
sedimentologie | sedm
sedimentovat | dva sedm
sedimentující | sedm
sedívaný | dva
sedívat | dva
sedlávaný | dva
sedlávat | dva
sedmaččin | sedm
sedmačka | sedm
sedmadvacetihektarový | sedm
sedmadvacetipatrový | sedm
sedmadvacetisvazkový | sedm
sedmák | sedm
sedmákův | sedm
sedmašedesátistránkový | sedm
sedmatřicetihodinový | sedm
sedmatřicetistupňový | sedm
sedma | sedm
sedmdesátero | sedm
sedmdesátery | sedm
sedmdesáterý | sedm
sedmdesaterý | sedm
sedmdesát | sedm
sedmdesátice | sedm
sedmdesátikilový | sedm
sedmdesátiletý | sedm
sedmdesátilitrový | sedm
sedmdesátinásobný | sedm
sedmdesátina | sedm
sedmdesátiprocentní | sedm
sedmdesátistránkový | sedm
sedmdesátistupňový | sedm
sedmdesátitisícovka | sedm
sedmdesátitisícový | sedm
sedmdesátitunový | sedm
sedmdesátka | sedm
sedmdesátkrát | sedm
sedmdesátnice | sedm
sedmdesátničin | sedm
sedmdesátník | sedm
sedmdesátníkův | sedm
sedmdesátý | sedm
sedmerče | sedm
sedmero | sedm
sedmero | sedm
sedmeronásobný | sedm
sedmery | sedm
sedmerý | sedm
sedm | sedm
sedmibajtový | sedm
sedmibarevný | sedm
sedmibitový | sedm
sedmibodový | sedm
sedmibodový | sedm
sedmibojař | sedm
sedmibojařův | sedm
sedmiboj | sedm
sedmiboký | sedm
sedmibolestný | sedm
sedmibrankový | sedm
sedmice | sedm
sedmiciferný | sedm
sedmička | sedm
sedmičkový | sedm
sedmičlenný | sedm
sedmidenní | sedm
sedmidesetibytový | sedm
sedmidílný | sedm
sedmihektarový | sedm
sedmihlásek | sedm
sedmihlavý | sedm
sedmihodinový | sedm
sedmihradský | sedm
sedmikanálový | sedm
sedmikilový | sedm
sedmikolový | sedm
sedmikorunový | sedm
sedmikrása | sedm
sedmikráska | sedm
sedmiletka | sedm
sedmiletý | sedm
sedmilitrový | sedm
sedmilůžkový | sedm
sedminásobek | sedm
sedminásobný | sedm
sedmina | sedm
sedminka | sedm
sedmiocasý | sedm
sedmipatrový | sedm
sedmiposchoďový | sedm
sedmiroční | sedm
sedmiřádkový | sedm
sedmisekundový | sedm
sedmisetdolarový | sedm
sedmisethektarový | sedm
sedmisethlavý | sedm
sedmisetkorunový | sedm
sedmisetstránkový | sedm
sedmisettisícový | sedm
sedmistovka | dva sedm
sedmistránkový | sedm
sedmistrunný | sedm
sedmistupňový | sedm
sedmistý | sedm
sedmisvazkový | dva sedm
sedmitečný | sedm
sedmitisící | sedm
sedmitisícovka | dva sedm
sedmitisícový | sedm
sedmitřídní | sedm
sedmitunový | sedm
sedmitýdenní | sedm
sedmivrstvový | sedm
sedmivrstvý | sedm
sedmiznakový | sedm
sedmkrát | sedm
sedmkráte | sedm
sedmnáctero | sedm
sedmnácteronásobný | sedm
sedmnáctery | sedm
sedmnácterý | sedm
sedmnáct | sedm
sedmnáctibodový | sedm
sedmnáctibodový | sedm
sedmnáctice | sedm
sedmnáctičlenný | sedm
sedmnáctihektarový | sedm
sedmnáctihlavý | sedm
sedmnáctihodinový | sedm
sedmnáctikorunový | sedm
sedmnáctiletý | sedm
sedmnáctinásobný | sedm
sedmnáctina | sedm
sedmnáctipatrový | sedm
sedmnáctistránkový | sedm
sedmnáctitisícový | sedm
sedmnáctiznakový | sedm
sedmnáctka | sedm
sedmnáctkový | sedm
sedmnáctkrát | sedm
sedmnáctkráte | sedm
sedmnáctý | sedm
sedmsetletý | sedm
sedmý | sedm
sekretářčin | tři
sektářčin | tři
sekundovat | dva
senzualista | nula
senzualistka | nula
senzualita | nula
sepětí | pět
sérumneutralizační | nula
servomechanismus | osm
sesedávat | dva
seskládávaný | dva
seskládávat | dva
sestřelit | tři
sestřenčin | tři
sestřenice | tři
sestřička | tři
sestřihání | tři
sestřihaný | tři
sestřihat | tři
sestřihávání | tři
sestřihávaný | tři
sestřihávat | tři
sestřih | tři
sestřihnout | tři
sestřihnutí | tři
sestřihování | tři
sestřihovaný | tři
sestřihovat | tři
sestřin | tři
sestřiný | tři
sestřižení | tři
sestřižený | tři
sestudovaný | dva
sestudovat | dva
sešpendlovat | dva
sešvindlovaný | dva
sešvindlovat | dva
setřídit | tři
setřiďování | tři
setřiďovaný | tři
setřiďovat | tři
sezdávající | dva
sezdávanější | dva
sezdávaný | dva
sezdávat | dva
shledávaný | dva
shledávat | dva
shodovat | dva
schodovat | dva
signatářčin | tři
singularistčin | nula
singularistův | nula
sionismus | osm
sjednající | jedna
sjednanější | jedna
sjednaný | jedna
sjednatelnější | jedna
sjednat | jedna
sjednávající | jedna dva
sjednávanější | jedna dva
sjednávaný | jedna dva
sjednávat | jedna dva
sjednocovací | jedna dva
sjednocovaný | jedna dva
sjednocovat | jedna dva
sjednocovávaný | jedna
sjednocovávat | jedna
sjednotitelka | jedna
sjezdovat | dva
sjezdovka | dva
skandalisovaný | dva
skandalisovat | dva
skandalizovaný | dva
skandalizovat | dva
skandovaný | dva
skandovat | dva
skládávaný | dva
skládávat | dva
skládkovaný | dva
skládkovat | dva
skladovací | dva
skladovanější | dva
skladovaný | dva
skladovat | dva
skladovatelnější | dva
skladovatelný | dva
skladovatel | dva
skladovatelův | dva
sklápět | pět
skrápět | pět
skřípět | pět
sladovaný | dva
sladovat | dva
sladovna | dva
sledovací | dva
sledovanější | dva
sledovaný | dva
sledovat | dva
sledovatelný | dva
sledovnaný | dva
slovakismus | osm
smradlavka | dva
snídávaný | dva
snídávat | dva
snobismus | osm
sociálfašismus | osm
socialismus | osm
socrealismus | osm
sodovkárna | dva
sodovka | dva
sofismus | osm
solidarismus | osm
solidarizovaný | dva
solidarizovat | dva
solidifikovaný | dva
somnambulismus | osm
sondovaný | dva
sondovat | dva
soudcovaný | dva
soudcovat | dva
soudívaný | dva
soudívat | dva
souchotinářčin | tři
soustředit | tři
sovětismus | osm
sovětskoněmecký | osm
sovětskoněmečtější | osm
spadávaný | dva
spadávat | dva
spatřit | tři
spěchat | pět
spěchávat | pět
spět | pět
spětí | pět
spironukleóza | nula
společenskoekonomický | osm
společenskoekonomičtější | osm
spolubratřími | tři
spoludělat | pět
spolumoderovaný | dva
spolumoderovat | dva
spolupatřičný | tři
spolupodepisovaný | dva
spolupodepisovat | dva
spolupodpisovat | dva
spolurozhodovací | dva
spolurozhodovaný | dva
spolurozhodovat | dva
spolutvořit | tři
spoluvěřitel | pět
spoluvěřitelův | pět
spoluvlastím | osm
spoluvydávaný | dva
spoluvydávat | dva
spoluzaměstnancův | pět
spoluzaměstnanec | pět
spoluzaměstnankyně | pět
spoluzaměstnankynin | pět
spoluzodpovídat | dva
sportsmančin | osm
sportsmanka | osm
spořádávající | dva
spořádávanější | dva
spořádávaný | dva
spořádávat | dva
spotřebič | tři
spotřebiště | tři
spotřebitelka | tři
spotřebitelský | tři
spotřebitel | tři
spotřebitelův | tři
spouštět | pět
srdcovka | dva
stánkařčin | tři
stápět | pět
starořečtina | tři
stařenčin | tři
stařešina | tři
stařešinský | tři
stařešinův | tři
stařičký | tři
stařina | tři
stařinka | tři
stavařčin | tři
stejnosměrný | osm
stipendium | sedm
stodevadesáticentimetrový | dva sedm osm
stodolarovka | dva
stodvacetikilometrový | dva
stodvacetikilový | dva
stodvacetikorunový | dva
stodvacetikusový | dva
stodvacetimetrový | dva
stodvacetimilimetrový | dva
stodvacetimilionový | dva
stodvacetimiliónový | dva
stodvacetiminutový | dva
stodvacetistránkový | dva
stodvacetitisícový | dva
stodvacetitunový | dva
stoicismus | osm
stolařčin | tři
stoosmdesátikilometrový | deset
stoosmdesátimetrový | deset
stopadesátigramový | osm
stopadesátihektarový | deset
stopadesátikilometrový | osm deset
stopadesátimetrový | osm deset
stopadesátimiliardový | osm
stopadesátimilionový | osm
stopadesátimiliónový | osm
stopadesátiminutový | osm
stopařčin | tři
stosedmdesátikorunový | osm
stosedmdesátistránkový | osm
stosedmdesátitisícový | osm
stošedesátikilometrový | sedm osm deset
strádávat | dva
strpět | pět
střadatelčin | tři
střádávat | dva
střečkovitý | tři
středem | sedm
středicí | tři
středička | tři
středisko | tři
střediskový | tři
střediště | tři
středit | tři
středivost | tři
střednicový | tři
středoafrický | tři
středoamerický | tři sedm
středoameričančin | sedm
středoameričanův | tři sedm
středoameričtější | tři sedm
středoanglický | tři
středoangličtější | tři
středoasijský | tři
středoevropančin | dva tři
středoevropan | dva
středoevropanův | dva
středometrážní | sedm
středomoří | sedm
středomořský | sedm
středomořský | sedm
středoněmecký | sedm
středovka | dva
středozemní | sedm
středozemský | sedm
střechovitý | tři
střelhbitější | tři
střelhbitý | tři
střelický | tři
střeliště | tři
střelit | tři
střelivo | tři
střelkynin | tři
střelmistrovský | tři
střelmistr | tři
střelmistrův | tři
střelnice | tři
střelovitý | tři
střepina | tři
střepinka | tři
střepinkový | tři
střepinový | tři
střešovický | tři
střevlička | tři
střežit | tři
stříbrnický | tři
stříbrnictví | tři
střídávaný | dva
střídávat | dva
střídnice | tři
střihací | tři
střihačka | tři
střihačský | tři
střihač | tři
střihačův | tři
střihadlo | tři
střihání | tři
střihaný | tři
střihárna | tři
střihat | tři
střihávání | tři
střihávaný | tři
střihávat | tři
střih | tři
střihnout | tři
střihnutí | tři
střihový | tři
střik | tři
střikový | tři
střízlivější | tři
střízlivění | tři
střízlivět | tři
střízliv | tři
střízlivý | tři
střižení | tři
střižený | tři
střižna | tři
střižní | tři
střížovický | tři
střiž | tři
studovanější | dva
studovaný | dva
studovat | dva
studovatelnější | dva
studovatelný | dva
studovna | dva
stvořit | tři
stvořitelka | tři
stvořitelský | tři
stvořitel | tři
stvořitelův | tři
stydlivka | dva
subkonsolidovaný | dva
sudovina | dva
sundávanější | dva
sundávaný | dva
sundávaný | dva
sundavat | dva
sundávat | dva
superdividenda | dva
superorganismus | osm
supět | pět
surdomutismus | osm
suspendovaný | dva
suspendovat | dva
svatořečit | tři
svatovavřinecký | tři
sylogismus | osm
symbolismus | osm
symposium | osm
synchronismus | osm
šatnářčin | tři
šedesáticentový | deset
šedesátihektarový | deset
šedesátikilometrový | deset
šedesátiletý | deset
šedesátimetrový | deset
šedesátiminutovka | dva
šedesátiprocentní | deset
šedesátitisícovka | dva
šedivka | dva
šedostříbrný | šest
šedovlasý | dva
šejdířství | šest
šelmovství | šest
šermířství | šest
šerosvit | šest
šerosvitový | šest
šesnáctinka | šest
šestáček | šest
šestadvacetihodinový | dva
šestadvacetistránkový | dva
šestadvacetitunový | dva
šestajovický | šest
šesták | šest
šestákový | šest
šestapadesátihektarový | deset
šestašedesátimilionový | sedm
šesterák | šest
šesterákův | šest
šestero | šest
šesteronásobný | šest
šestery | šest
šesterý | šest
šest | šest
šestibarevný | šest
šestibodový | šest
šestibodový | šest
šestiboký | šest
šestibrankový | šest
šestice | šest
šesticiferný | šest
šesticípý | šest
šestičlenný | šest
šestidenní | šest
šestidílný | šest
šestihlavňový | šest
šestihlavý | šest
šestihodinový | šest
šestihranný | šest
šestikanálový | šest
šestikilový | šest
šestikolka | šest
šestikolový | šest
šestikorunový | šest
šestikrokový | šest
šestilůžkový | šest
šestiměsíční | šest
šestimiliardový | šest
šestimilionový | šest
šestimiliónový | šest
šestimocný | šest
šestinápravový | šest
šestinásobek | šest
šestinásobný | šest
šestina | šest
šestinedělí | šest
šestinedělka | šest
šestinedělní | šest
šestinka | šest
šestinový | šest
šestipísmenný | šest
šestiposchoďový | šest
šestiproudový | šest
šestiranovka | šest
šestiranový | šest
šestiroční | šest
šestirohý | šest
šestiřádkový | šest
šestisekundový | šest
šestisvazkový | šest
šestiúhelník | šest
šestiúhelníkový | šest
šestiválcový | šest
šestiválec | šest
šestiznakový | šest
šestka | šest
šestkový | šest
šestý | šest
šetřič | tři
šetřílkovství | šest
šetřit | tři
šetřivost | tři šest
šetřivý | tři
šílenství | šest
šintoismus | osm
šitbořický | tři
škodívat | dva
škodlivina | dva
škodovka | dva
škrobárenství | šest
šmelinářství | šest
šnekopístový | šest
šovinismus | osm
španělštinářčin | tři pět
španělštinářka | pět
španělštinář | pět
španělštinářův | pět
španělština | pět
šperkařství | šest
špičatět | pět
štířit | tři
štířivý | tři
študovat | dva
švestička | šest
švestka | šest
švestkový | šest
švindlovaný | dva
švindlovat | dva
švitořit | tři
švitořivější | tři
švitořivý | tři
tábořiště | tři
tábořit | tři
talířkovitý | tři
taoismus | osm
tařice | tři
taškářčin | tři
taškařice | tři
taškařina | tři
taškařin | tři
taxikářčin | tři
taxíkářčin | tři
taylorismus | osm
těchařovický | tři
technokratismus | osm
tělocvikářčin | tři
teocentrismus | osm
teplosměnný | osm
terciářčin | tři
terorismus | osm
tesařčin | tři
tesaříkovitý | tři
tesařina | tři
tesařit | tři
těžkopádnět | pět
tchořovický | tři
tiskařčin | tři
titoismus | osm
tmářčin | tři
topořit | tři
topořivější | tři
topořivý | tři
torpédovaný | dva
torpedovat | dva
torpédovat | dva
torpédovka | dva
totalismus | osm
totalitarismus | osm
totemismus | osm
tradeskancionalismus | osm
tradicionalismus | osm
tradovanější | dva
tradovaný | dva
tradovat | dva
tracheostomie | osm
transcendentalismus | sedm
transsexualita | nula
transsexuálka | nula
travinářčin | tři
triangulace | nula
triangulační | nula
triangulovaný | nula
triangulovat | nula
trockismus | osm
trojkařčin | tři
trojpásmový | osm
trojpísmenný | osm
trojsemestrový | osm
trojsměnný | osm
tropismus | osm
trpět | pět
truhlářčin | tři
truhlařina | tři
třapina | tři
třaskavina | tři
třásnicí | tři
třásnička | tři
třasovisko | tři
třebechovický | tři
třebenický | tři
třebestovický | tři
třebešický | tři
třebnický | tři
třebohostický | tři
třebomyslický | tři
třebovický | tři
třebusický | tři
třemdava | dva
třemi | tři
třemošnický | tři
třenice | tři
třepit | tři
třešinka | tři
třešnička | tři
třešňovice | tři
třeštický | tři
třeštidlo | tři
třeštit | tři
třeštivý | tři
třeťaččin | tři
třetice | tři
třetihorní | tři
třetihory | tři
třetina | tři
třetinka | tři
třetinový | tři
třetiřadější | tři
třezalkovitý | tři
tři | tři
třiadvacetibodový | dva
třiadvacetimetrový | dva
třiadvacetiposchoďový | dva
třiadvacetistránkový | dva
třiadvacetistupňový | dva
tříapůlminutový | tři
tříbit | tři
tříbitový | tři
třicatero | tři
třicateronásobný | tři
třicatery | tři
třicaterý | tři
třicátkový | tři
třicátník | tři
třicátníkův | tři
třicátý | tři
třícentimetrový | tři
třicet | tři
třicetkrát | tři
tříciferný | tři
třicítka | tři
tříčelisťový | tři
tříčtvrtinový | tři
třídesetibytový | tři
třídicí | tři
třídička | tři
třídič | tři
třídit | tři
tříditelnější | tři
třídnický | tři
třídnictví | tři
tříhodinovka | dva tři
tříhodinový | tři
tříhvězdičkový | tři
tříkilogramový | tři
tříkilometrový | tři
tříkilometrový | tři
tříkilový | tři
třikrát | tři
třikráte | tři
třílistý | tři
třílitrový | tři
tříminutovka | tři
tříminutový | tři
třináctero | tři
třinácteronásobný | tři
třináctery | tři
třinácterý | tři
třináct | tři
třináctka | tři
třináctkový | tři
třináctkrát | tři
třináctkráte | tři
třináctý | tři
třinecký | tři
třípětinový | tři pět
třísetkilogramový | tři
třísetkilometrový | tři
třísettisícový | tři
třískovitý | tři
tříslabičný | tři
tříslovina | tři
tříslovinka | tři
tříslovitý | tři
třísnit | tři
třistagramový | tři
třistahektarový | tři
třistahlavý | tři
třistakorunový | tři
třistaletý | tři
třistametrový | tři
třistastránkový | tři
třistatunový | tři
tříštič | tři
tříštit | tři
tříštivější | tři
tříštivý | tři
třítisící | tři
třítisícovka | tři
třítisícový | tři
třpytit | tři
třpytivější | tři
třpytivý | tři
třtický | tři
třtina | tři
třtinový | tři
tuchoměřický | tři
tvářička | tři
tvářinka | tři
tvářit | tři
tvářitelný | tři
tvořit | tři
tvořivější | tři
tvořivý | tři
tvrdívaný | dva
tvrdívat | dva
tvrdohlavka | dva
tyčkařčin | tři
tygřice | tři
ubodávaný | dva
ubodávat | dva
účtařčin | tři
udavaččin | dva
udavačský | dva
udavačství | dva
udavač | dva
udávač | dva
udavačův | dva
udávačův | dva
udávající | dva
udávanější | dva
udávaný | dva
udavatelčin | dva
udavatel | dva
udavatelův | dva
udávat | dva
udělovací | dva
udělovanější | dva
udělovaný | dva
udělovat | dva
udělovatelnější | dva
udělovatelný | dva
udělovatel | dva
udělovatelův | dva
udirigovaný | dva
udirigovat | dva
udívaný | dva
udívat | dva
udobřovat | dva
udolávaný | dva
udolávat | dva
udrbávaný | dva
udrbávat | dva
udrolovaný | dva
udrolovat | dva
udržovací | dva
udržovanější | dva
udržovaný | dva
udržovat | dva
udržovatelčin | dva
udržovatelný | dva
udržovatel | dva
udržovatelův | dva
udupávanější | dva
udupávaný | dva
udupávat | dva
udusávaný | dva
udusávat | dva
uhadovaný | dva
uhadovat | dva
uhlodávaný | dva
uhlodávat | dva
ujednající | jedna
ujednanější | jedna
ujednaný | jedna
ujednat | jedna
ujednávající | jedna dva
ujednávanější | jedna dva
ujednávaný | jedna dva
ujednávat | jedna dva
ujídávaný | dva
ujídávat | dva
uklidňovací | dva
uklidňovaný | dva
uklidňovat | dva
ukoordinovaný | dva
ukoordinovat | dva
ukormidlovaný | dva
ukormidlovat | dva
ukvedlávaný | dva
ukvedlávat | dva
ulpět | pět
ultrakonzervatismus | osm
ultramontanismus | osm
ultranacionalismus | osm
umdlévající | dva
umdlévaný | dva
umdlévat | dva
umdlívat | dva
unionismus | osm
unitářčin | tři
uondávat | dva
upadávaný | dva
upadávat | dva
upěchovat | pět
úpět | pět
upotřebit | tři
upotřebitelnější | tři
upotřebitelný | tři
upouštět | pět
upřednostňovaný | dva
upřednostňovat | dva
úřadovaný | dva
úřadovat | dva
úřadovna | dva
usedávat | dva
usidlovaný | dva
usídlovaný | dva
usidlovat | dva
usídlovat | dva
uskladňovaný | dva
uskladňovat | dva
usnadňovaný | dva
usnadňovat | dva
uspěchat | pět
uspěchávat | pět
uspět | pět
uspořádávající | dva
uspořádávanější | dva
uspořádávaný | dva
uspořádávat | dva
ustřelit | tři
ústřice | tři
ústřicový | tři
ustřihání | tři
ustřihaný | tři
ustřihat | tři
ustřihávání | tři
ustřihávaný | tři
ustřihávat | tři
ustřihnout | tři
ustřihnutí | tři
ustřihovat | tři
ústřižek | tři
ustřižený | tři
usvědčovaný | dva
usvědčovat | dva
ušetřit | tři
uštědřit | tři
uštědřovat | dva
utábořit | tři
utápět | pět
utopismus | osm
utrpět | pět
utříbit | tři
utřídit | tři
utříditelnější | tři
utříditelný | tři
utřiďování | tři
utřiďovaný | tři
utřiďovat | tři
utřísnit | tři
utvořit | tři
uvadávat | dva
uvědomovací | dva
uvědomovaný | dva
uvědomovat | dva
uvzdychávat | dva
úzkopásmový | osm
uždibovaný | dva
uždibovat | dva
validovaný | dva
validovat | dva
vandrovat | dva
vandrovka | dva
vápenatět | pět
vbodávaný | dva
vbodávat | dva
vdávající | dva
vdávanější | dva
vdávaný | dva
vdávat | dva
vdechovaný | dva
vdechovat | dva
vdlabávaný | dva
vdlabávat | dva
vdova | dva
vdovička | dva
vdovka | dva
vdupávanější | dva
vdupávaný | dva
vdupávat | dva
vegetářčin | tři
veterinářčin | tři
vetřelkynin | tři
vétřieska | tři
větřit | tři
vezdívat | dva
vídávaný | dva
vídávat | dva
videonahrávací | dva
videonahrávka | dva
videopamětech | pět
videopamětem | pět
videopamětmi | pět
videoprospekt | deset
